PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
109.78,217.9,24.1,33.02,44.26,28,12.67,9.3,40,6.64,10.31,2.53,358,Hazardous
62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,4.14,4.26,2,287,Poor
102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,3.87,9.33,2.54,323,Hazardous
104.36,202.01,23.55,33.86,43.2,37.35,14.42,16.92,32.84,3.96,9.87,2.51,360,Hazardous
44.19,57,7.11,17.6,19.91,28.77,9.58,7.75,26.81,1.45,3.4,1.53,268,Poor
55.66,78.64,10.22,20.13,26.74,30.62,9.56,9.34,34.15,2.01,4.89,1.8,283,Poor
112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,4.04,9.07,2.42,309,Hazardous
78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,2.17,4.2,2.32,249,Poor
66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,2.32,5.02,3.05,245,Poor
62.56,86.11,10.66,24.96,30.36,28.46,5.52,12.94,27.98,2.39,6.04,2.45,229,Poor
78.61,145.1,13,27.75,39.45,32.3,7.97,16.72,40.79,3.3,8.08,2.19,234,Poor
119.7,195.47,34.3,32.83,59.96,44.66,11.01,16.63,30.32,5.7,14.32,2.64,343,Hazardous
66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,1.89,4.65,1.89,262,Poor
95.34,120.2,11.64,34.72,37.7,24.84,9.28,17.99,61.68,2.72,7.17,2.06,308,Hazardous
63.57,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,2.45,6.82,2.1,293,Poor
96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,3.47,9.68,2.29,290,Poor
131.39,234.65,22.86,59.52,72.68,34.01,5.84,21.5,73.72,4.56,14.16,2.57,375,Hazardous
75.35,91.73,9.63,45.3,40.75,28.79,7.73,13.08,49.21,1.98,6.71,1.85,293,Poor
86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,2.5,8.84,2.06,247,Poor
77.07,132.68,13.41,42.65,50.06,36.68,6.85,14.04,55.44,2.13,7.25,2,232,Poor
98.79,161.43,18.39,47.41,45.1,34.8,11.65,13.75,31.14,2.4,7.07,2.16,316,Hazardous
81.81,164.56,18.2,44.06,58.92,37.84,5.94,21.44,59.29,2.64,10.67,2.37,295,Poor
65.78,180.67,18.75,40.09,55.98,30.04,7.38,14.34,54.47,3.23,10.23,3.16,246,Poor
119.82,268.65,26.27,51.11,66.92,28.99,8.21,17.21,65.72,4.32,13.89,4.52,378,Hazardous
125.53,308.82,32.69,64.73,87.58,34.39,8.84,18.02,65.08,4.88,17.48,4.88,406,Severe
121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,3.08,10.2,4.6,392,Hazardous
114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,4.22,13.04,4.27,391,Hazardous
101.83,279.41,26.26,55.27,72.67,24.36,7.36,19.29,69.41,4.74,14.52,3.72,368,Hazardous
118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,5,18.21,4.45,365,Hazardous
143.22,313.53,42.58,88.61,108.55,36.5,6.42,26.89,89.42,5.63,22.15,4.61,383,Hazardous
106.76,318.88,22.5,58.87,71.34,37,6.75,17.56,93.54,3.15,12.73,3.99,367,Hazardous
65.36,160.3,13.17,31.23,38.68,32.83,8.44,12.67,77.43,1.9,6.65,2.72,334,Hazardous
67.08,174.5,13.18,35.54,44.09,32.27,4.76,11.92,70.74,1.86,6.09,2.97,258,Poor
81.37,141.25,11.98,34.88,43.91,29.46,4.67,13.97,70.42,1.66,6.08,2.79,234,Poor
63.76,131.56,12.09,42.98,51.34,29.93,7.16,13.98,61.86,1.94,7.31,2.68,257,Poor
60.56,171.42,12,43.9,48.72,29.08,7.33,12.85,60.18,2.03,6.47,2.71,259,Poor
76.1,192.81,13.14,42.99,52.01,26.55,7.63,13.1,53.16,2.02,9.5,2.21,279,Poor
73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,2.15,5.67,3.27,210,Poor
97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,2.86,6.94,4.09,298,Poor
99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,3.85,10.55,4.02,315,Hazardous
97.31,284.54,50,41.7,90.18,23.02,1.36,14.94,71.5,4.88,18.75,3.97,368,Hazardous
76.43,201.89,24.24,29.5,52.24,26.99,1.38,16.93,56.59,2.89,6.72,3.55,266,Poor
61.69,168.63,17.36,27.81,41.56,23.17,1.19,16.71,49.32,2.17,5.08,3.21,174,Moderate
55.19,179.42,27.91,35.49,61.81,23.76,1.04,12.97,52.24,3.09,7.72,6.26,199,Moderate
63.79,219.51,25.93,38.36,60.12,27.35,1.07,10.92,61.95,3.4,9.09,3.45,217,Poor
58.48,195.05,20.38,36.2,55.36,22.77,1.02,11.57,68.21,2.97,7.63,3.1,238,Poor
60.29,184.78,20.95,42.1,59.79,24.07,1.06,11.53,68.49,3.28,8.72,3.02,230,Poor
67.35,181.99,16.4,46.81,56.83,34.81,1.13,10.98,68.81,3.26,9.36,2.59,218,Poor
87.55,178.57,20.95,54.45,67.44,46.05,1.22,10.51,69.36,3.63,11.88,2.7,226,Poor
84.57,171.76,16.76,45.36,54.12,51.19,1.21,9.91,64.05,2.86,9.08,2.47,202,Poor
111.58,236.34,22.48,60.71,75.63,43.99,1.51,10.43,79.29,4.26,12.72,3.01,274,Poor
108.78,217.16,14.94,56.31,63.58,46.66,1.37,10.4,75.63,3.91,19.34,2.86,289,Poor
91.18,190.99,8.55,46.44,42.94,49.72,1.15,9.27,69.61,2.78,9.65,2.61,235,Poor
104.85,250.21,23.06,60.96,73.86,48.13,1.4,11.68,85.86,4.48,13.25,3.17,285,Poor
56.19,129.11,14.26,43.3,48.2,40.48,1.22,10.85,48.8,3.03,9.92,2.43,209,Poor
67.62,125.24,19.82,49.83,58.37,47.21,1.14,9.75,51.78,3.31,12.59,2.14,132,Moderate
64.38,141.89,20.17,62.73,62.49,39.93,1.1,9.27,58.49,3.04,11.4,2.47,179,Moderate
45.65,109.7,14.64,62.69,56.18,27.96,1.16,13.55,48.02,2.71,7.95,3.01,136,Moderate
35.75,70.38,12.73,38.78,41.5,23.06,0.95,11.57,39.83,2.38,6.62,3.07,104,Moderate
34.89,101.42,16.55,31.17,43.75,18.66,0.98,12.34,37.26,2.44,6.8,3.42,95,Satisfactory
63.06,187.9,40.7,39.16,72.85,18.24,1.21,13.26,48.78,3.38,8.95,3.33,175,Moderate
82.39,222.71,53.19,45.09,89.84,22.95,1.5,11.8,53.1,4.32,12.51,3.83,290,Poor
88.08,254.8,66.49,45.96,103.63,29.98,1.63,11.17,54.87,5.04,15.68,4.04,282,Poor
89.75,252.06,53,44.13,92.67,30.43,1.49,9.76,68.69,5.09,14.81,3.59,298,Poor
69.57,190.18,24.23,43.41,63.74,26.35,1.25,10.38,53.82,3.63,10.87,3.38,240,Poor
68.34,172.35,22.57,48.19,64.14,25.2,1.16,10.68,54.68,3.93,10.32,3.2,188,Moderate
61.08,155.26,17.52,42.91,53.3,21.93,1.1,9.59,52.91,3.64,8.94,3.28,187,Moderate
85.7,205.18,33,54.68,74.28,22.52,1.49,11.42,60.57,4.79,12.88,3.43,230,Poor
97.62,220.56,33.74,52.53,73.05,26.24,1.58,9.77,64.01,5.39,12.8,3.85,286,Poor
103.58,293.23,31,54.93,75.48,24.31,1.72,11.41,47.52,5.83,15.27,3.42,266,Poor
145.97,335.82,62.2,62.84,99.01,34.91,2.26,15.08,44.92,8.8,31.87,3.87,369,Hazardous
180.52,347.95,80.34,75.42,116.95,36.94,3.15,17.32,45.8,10.88,44,3.92,375,Hazardous
151.57,355.56,71.68,65.07,105.02,41.76,2.19,11.35,42.22,8.42,25.57,3.79,411,Severe
144.04,305.35,25.78,57.05,78.07,37.01,1.73,11.15,49.32,4.97,12.91,3.37,383,Hazardous
148.44,291.66,35.13,58.32,80.91,29.59,1.96,12.13,66.62,5.52,14.13,3.36,388,Hazardous
130.22,284.27,56.83,65.15,105.26,27.47,2.5,15.27,63.16,6.66,23.59,3.36,351,Hazardous
147.71,287.93,100.27,61.29,117.2,29.69,2.48,13.94,58.24,8.33,33.78,3.64,320,Hazardous
111.34,246.3,87.94,51.83,116.75,30.83,2.02,12.01,62.02,6.34,27.16,3.05,296,Poor
100.7,232.58,74.45,52.92,120.68,33.46,1.98,14.75,65.55,6.67,23.22,2.46,312,Hazardous
97.67,189.31,25.13,48.92,64.57,35.14,1.89,11.84,73.28,4.2,16.19,2.24,260,Poor
75.81,155.25,14.33,43.47,53.25,28.75,1.61,10.89,67.89,3.12,11.08,1.99,204,Poor
95.24,199.77,42.32,60.8,100.2,31.11,2.13,10.84,77.91,5.4,20.03,2.1,218,Poor
148.29,301.61,60.16,68.24,105.17,33.05,2.07,11.98,84.74,7.38,24.65,,356,Hazardous
90.66,137.89,38.65,20.29,55.07,6.78,1.62,7.56,44.21,3.83,12.78,1.68,388,Hazardous
156.71,263.15,27.5,41.09,62.19,21.49,1.63,10.14,71.1,4.64,12.33,1.93,298,Poor
170.28,312.88,56.52,61.67,97.82,33.27,2.08,16.24,92.96,7.19,24.25,1.95,392,Hazardous
198.1,336.47,91.29,74.62,155.1,36.75,2.17,16.73,101.74,9.5,38.8,1.96,428,Severe
158.04,265.39,23.76,46.9,69.79,37.48,2.98,15.64,79.5,4.73,11.36,2.02,384,Hazardous
116.98,213.49,24.37,32.96,54.18,22.53,2.6,13.27,48.74,3.61,7.79,2.02,292,Poor
143.73,289.01,54.93,67.38,104.71,30.27,2.05,21.35,69.55,7.29,17.19,2,343,Hazardous
169.22,341.7,90.18,71.38,122.15,34.26,3.07,18.2,47.92,10.19,29.74,1.94,383,Hazardous
147.65,281.8,33.05,56.46,81.78,28.26,1.78,13.81,65.83,6.17,28.38,1.88,374,Hazardous
101.61,214.37,23.78,47.8,61.15,23.85,1.58,20.57,85.73,4.59,13.39,1.82,263,Poor
113.2,260.46,30.2,49.25,75.03,26.14,1.74,21.2,63.88,6.18,16.14,2.02,334,Hazardous
112.89,254.24,32.12,43.78,74.53,22.81,2.07,18.61,71.98,4.85,15.43,2.03,333,Hazardous
95.72,183.08,25.74,57.74,77.86,25.55,1.89,24.29,73.26,4.13,11.41,1.97,262,Poor
108.4,156.58,24.98,42.63,55.71,28.72,2.29,18.92,60.56,2.75,7.03,1.96,236,Poor
245.97,274.06,36.55,35.11,58.72,35.77,1.74,17.66,42.32,1.95,4.3,1.94,340,Hazardous
277.53,379.38,60.39,60.17,94.74,51.64,2.41,28.58,84.99,5.45,13.75,3.5,415,Severe
232.4,361,67.14,68.4,115.98,42.75,2.05,31.66,136.67,8.28,20.6,23.3,420,Severe
244.78,385.66,51.06,82.74,112.71,45.66,2.09,29.19,99.91,6.91,17.35,2.55,407,Severe
293.49,401.49,105.88,87.47,137.62,56.81,2.54,31.58,114.43,7.99,28.6,1.75,454,Severe
161.78,234.94,44.61,63.78,97.34,45.99,1.76,21.21,75.71,4.34,18.32,1.63,388,Hazardous
153.33,260.04,35.14,58.13,86.38,46.52,2.56,20.9,69.95,4.37,13.52,1.34,276,Poor
353.86,496.61,42.74,86.59,117.97,67.43,2.76,19.96,107.69,7.34,16.38,1.46,483,Severe
217.55,356.92,32.59,75.98,98.5,49.64,2.84,31.77,103.4,4.83,9.61,1.35,451,Severe
201.44,364.2,88.69,79.2,134.41,55.64,2.01,40.75,108.12,7.16,21.36,1.19,378,Hazardous
249.95,452.96,88.06,84.89,150.79,69.34,2.64,33.72,115.45,8.75,21.95,2.86,439,Severe
219.68,408.52,24.64,55.72,71.78,48.34,1.5,25.96,89.58,3.82,8.83,0,431,Severe
258.48,398.16,30.46,54.69,81.68,47.57,1.84,28.58,75.26,3.64,6.94,0,421,Severe
291.66,469.38,27.58,61.66,84.27,50.58,1.75,21.15,101.14,4.46,10.11,0,454,Severe
221.68,377.4,19.84,60.05,69.37,48.04,1.72,21.27,90.08,3.98,10.55,0,450,Severe
214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,0,367,Hazardous
184.02,323.56,81.18,85.03,129.22,60.07,2.26,21.27,94.79,5.86,20.12,0,383,Hazardous
136.22,280.47,44.56,57.11,77.4,41.89,2.1,17.53,71.44,2.86,8.42,0,347,Hazardous
188.09,367.46,74.07,74.39,118.88,45.24,2.3,21.78,86.88,5.15,15.24,1.01,369,Hazardous
238.69,397.16,106.26,96.62,150.98,55.18,2.87,25.59,101.68,7.31,22.27,3.09,392,Hazardous
271.42,470.08,139.98,101.44,164.44,64.78,3.28,26.81,124.74,9.41,35.26,3.45,455,Severe
293.73,467.32,102.06,97.76,144.12,63.08,2.96,23.06,114.3,9.99,30.62,2.42,450,Severe
247.27,450.96,101.94,92.32,146.25,63.4,2.73,20.77,116.29,7.9,23.75,2.05,478,Severe
266.95,419.98,123.99,105.29,164.08,74.83,3.49,24.92,132.26,9.04,29.47,3.81,431,Severe
241.61,424.09,115.23,88.74,165.41,67.9,2.6,19.65,113.35,9.14,27.7,4.27,440,Severe
149.14,312.85,33.11,54.63,83.28,35.62,1.98,15.97,81.11,3.31,9.24,0.95,376,Hazardous
182.5,317.46,91.98,69.29,144.14,40.68,1.84,21.35,93.71,4.48,12.18,1.03,347,Hazardous
193.58,343.26,60.96,71.35,121.32,57.48,1.71,19.49,90.46,4.05,12.37,0.02,343,Hazardous
172.89,294.29,32.3,47.21,73.76,60.1,1.43,17.09,70.51,2.54,6.88,0,362,Hazardous
190.46,342.59,64.72,51.84,99.82,59.13,1.88,20.73,67.97,3.2,10.58,0.01,319,Hazardous
282.76,419.33,116.54,78.48,159.5,73.94,2.51,24.51,131.34,6.23,20.23,0,425,Severe
183.28,371.83,56.71,83.03,118.88,57.35,1.77,16.48,93.52,4.34,12.02,0.01,400,Hazardous
66.12,114.15,23.12,27.52,18.35,34.54,0.6,7.13,30.45,0.25,1.38,0.13,131,Moderate
80.94,125.39,26.98,21.39,22.31,50.34,0.61,6.62,29.26,0.35,1.74,0.12,165,Moderate
75.4,102.91,50.72,38.55,23.52,54.37,0.43,6.08,34.06,0.27,1.54,0.11,176,Moderate
89.38,140.94,37.45,29.45,18.61,41.19,0.45,7.17,40.26,0.44,1.82,0.13,172,Moderate
74.2,125.73,21.1,26.08,8.59,44.1,0.3,6.64,38.44,0.22,1.73,0.1,137,Moderate
68.47,120.56,25.43,28.66,14.66,50.15,0.46,3.46,32.9,0.46,2.34,0.03,131,Moderate
63.41,128.15,22.86,25.2,12.1,39.12,0.43,2.94,30.1,0.54,2.43,0.05,132,Moderate
69.45,127.48,22.75,26.09,11.47,31.36,0.2,5.81,34.34,0.24,1.27,0.1,115,Moderate
76.81,138.81,24.88,28.99,14.09,39.43,0.19,11.7,35.79,0.35,2.07,0.08,151,Moderate
75.73,125.31,15.35,24.45,13.8,37.22,0.27,11.96,36.81,0.25,1.59,0.09,180,Moderate
79.81,111.43,14.82,27.44,12.19,31.48,0.33,13.91,38.67,0.39,2.11,0.15,183,Moderate
70.98,151.15,17.2,25.61,14.27,35.37,0.32,22.29,34.44,0.27,1.72,0.09,193,Moderate
102.2,155.03,20.71,24.51,14.05,41.02,0.24,24,35.32,0.31,2.14,0.09,224,Poor
107.63,173.87,33.9,27.06,17.82,50.93,0.24,23.51,31.11,0.57,2.97,0.09,268,Poor
105.88,158.68,23,31.67,13.81,56.42,0.26,7.6,30.89,0.63,3.28,0.1,253,Poor
104.45,122.3,25.09,30.92,14.22,64.21,0.25,6.57,29.67,0.68,2.71,0.1,208,Poor
106.85,186.91,21.91,31.1,12.39,44.32,0.33,7.65,35.14,0.71,2.56,0.08,211,Poor
137.42,207.87,31.87,29.16,14.41,45.28,0.33,9.36,37.98,0.6,2.34,0.09,246,Poor
147.07,208.87,67.91,30.14,23.78,55.52,0.37,14.64,42.39,0.72,3.4,0.09,319,Hazardous
147.83,195.47,41.91,30,15.25,44.61,0.33,14.31,37.15,0.89,3.62,0.09,317,Hazardous
152.61,213.98,48.82,58.53,40.14,51.88,1.02,23.09,30.49,0.86,3.42,0.09,310,Hazardous
121.7,212.35,48.01,57.08,49.91,42.92,1.36,17.44,30.46,0.99,3.39,0.09,313,Hazardous
152.16,204.03,66.01,63.15,55.52,44.57,1.05,27.42,35.86,0.83,3.38,0.08,310,Hazardous
176.17,259,55.94,53.51,53.32,50.7,1.18,22.15,36.35,1.26,4.52,0.08,336,Hazardous
426.52,387.13,56.28,54.76,47.28,48.79,1.06,36.85,41.14,2.15,5.54,0.07,497,Severe
213.12,317.52,42.71,50.13,49.3,50.8,1.46,20.55,34.52,0.88,4.02,0.07,404,Severe
146.01,201.91,54.57,55.88,31.89,45.72,0.93,24.42,34.88,0.8,4.04,0.08,338,Hazardous
163.35,242.73,89.4,64.25,63.05,48.44,1.45,27.79,52.91,1.16,4.65,0.09,327,Hazardous
188.24,331.64,72.71,81.33,87.22,53.82,1.51,23.19,86.13,1.15,5.47,0.07,366,Hazardous
203.03,326.46,56.81,80.62,57.55,55.14,1.01,23.77,106.16,0.93,5.08,0.07,357,Hazardous
178.91,290.41,56.9,90.56,63.21,61.45,1.15,24.12,99.71,1.3,4.28,0.07,328,Hazardous
167.54,293.68,26.14,65.44,52.4,48.68,0.98,21.24,82.93,1.26,4.94,0.06,345,Hazardous
198.37,329.05,35.39,84.45,60.5,51.2,0.9,27.88,110.71,1.65,7.47,0.07,379,Hazardous
187.82,300.92,28.91,60.61,57.94,50.6,1.16,25.08,83.99,1.56,6.8,0.08,362,Hazardous
196.37,308.22,41.29,69.51,64.94,52.67,1.47,23.68,88.38,2.51,5.67,0.09,340,Hazardous
211.64,323.45,65.55,53.08,75.68,64.28,1.84,19.36,65.34,3.36,11.75,0.08,366,Hazardous
179.17,265.9,29.65,46.83,43.9,47.36,1.13,16.01,56.79,1.43,6.36,0.07,344,Hazardous
160.69,227.41,26.09,47.7,56.86,49.88,1.4,17.19,61.91,2.51,9.71,0.07,305,Hazardous
168.16,239.73,45.29,46.49,60.96,53.2,1.31,15.29,62.16,2.74,6.06,0.07,310,Hazardous
190.33,292.7,45.11,47.28,74.75,52.75,1.83,18.87,73.16,3.18,5.21,0.07,345,Hazardous
209.61,334.64,65.25,60.56,97.76,61.8,2.33,19.55,86.74,6.46,12.85,0.08,370,Hazardous
216.53,330.27,64.5,57.27,96,65.81,1.94,18.74,72.82,4.6,14.37,0.07,377,Hazardous
517.93,654.68,51.67,65.17,103.77,91.87,2.37,15.29,56.06,5.11,26.96,0.06,532,Severe
639.19,796.88,55.83,77.51,104.65,82.96,2.74,20.46,55.51,7.73,25.53,0.06,675,Severe
495.9,652.21,54.71,81.67,104.52,74.84,2.37,15.68,86.62,6.99,25.25,0.07,677,Severe
370.73,496.48,55.07,80.73,109.98,84.1,2.45,17.84,104.94,7.33,28.06,0.08,597,Severe
363.77,511.44,78.16,78.61,117.92,90.64,2.32,17.8,95.54,8.39,32.33,0.06,471,Severe
465.08,622.4,66.78,70.1,104.82,73.63,2.44,13.94,88.03,7.84,28.2,0.06,613,Severe
354.56,498.63,65.36,65.77,105.48,73.85,2.33,15.58,94.42,5.47,18.48,0.08,561,Severe
254.36,365.91,34.12,56.46,75.36,55.71,1.74,13.67,69.5,4.44,11.39,0.07,444,Severe
192.04,279.26,36.7,57.85,79.14,48.83,1.64,19.24,60.28,4.38,13.31,0.07,378,Hazardous
191.57,278.95,38.61,53.86,82.34,50.06,1.55,22.89,62.01,4.06,12.03,0.12,357,Hazardous
150.79,220.08,32.01,47.38,70.95,45.56,1.51,16.32,47.92,3,8.48,0.18,330,Hazardous
143.51,202.59,20.23,43.91,50.62,38.55,1.16,13.3,37.68,2.29,5.38,0.08,309,Hazardous
128.65,190.51,19.58,45.6,55.24,34.83,1.2,15.12,47.8,2.04,5.24,0.09,297,Poor
171.34,249.28,24.44,52.73,64.19,36.28,1.3,13.7,54.08,2.38,6.34,0.1,329,Hazardous
178.08,253.38,32.84,54.75,75.18,40.58,1.52,15.02,57.13,4.37,10.71,0.1,341,Hazardous
177.41,258.11,30.75,54.64,74.09,40.37,1.51,18.13,57.6,4.92,11.65,0.1,348,Hazardous
175.56,251.23,34.73,55.04,70.15,40.03,1.55,18.32,54.34,4.53,11.97,0.1,340,Hazardous
187.97,256.92,44.24,64.15,82.97,44.62,1.65,19.2,54.02,5.18,13.88,0.11,348,Hazardous
185.31,268.09,45.12,76.48,88,47.81,1.74,17.95,48.1,5.3,15.24,0.1,347,Hazardous
224.37,338.82,77.85,67.6,101.44,63.81,1.97,21.01,44.82,20.64,17.26,0.1,368,Hazardous
198.34,328.09,45.64,68.93,87.3,52.5,1.64,18.95,41.09,4.33,13.04,0.1,382,Hazardous
167.74,290.47,61.44,62.53,93.71,60.94,1.76,19.39,34.78,16.1,19.68,0.1,360,Hazardous
215.17,327.64,109.88,75.37,132.94,83.31,2.31,20.1,40.91,7.08,28.86,0.11,359,Hazardous
219.84,344.17,71.11,57.73,108.26,77.53,2.11,16.83,44.4,8.15,23.32,0.1,388,Hazardous
190.45,309.07,61.21,56.83,94.55,65.47,1.83,17.59,31.62,6.41,20.7,0.1,377,Hazardous
208.87,324.46,80.33,65.66,102.69,92.4,2.1,20.17,36.62,7.94,25.81,0.1,356,Hazardous
240.87,359.22,67.41,65.83,99.76,85.25,2.28,19.92,37.61,8.46,26.32,0.1,384,Hazardous
261.82,390.1,74.66,65.49,101.07,90.28,2.49,20.17,32.64,7.62,23.27,0.1,415,Severe
230.56,358.86,61.13,64.61,104.85,71.16,2.41,18.29,50.69,5.42,15.21,0.1,404,Severe
120.91,210.21,23.19,51.02,68.08,45.92,1.65,20.88,43.68,2.94,8.36,0.12,330,Hazardous
88.95,170.12,24.67,45.83,39.33,36.04,1.49,18.17,41.43,2.6,7.35,0.1,215,Poor
115.08,204.38,23.86,53.85,3.63,41.49,1.56,21.69,50.26,3.13,7.98,0.1,220,Poor
165.76,268.35,60.14,70.14,9.06,57.73,1.77,24.22,68.58,7.52,17.98,0.18,312,Hazardous
230.34,341.87,102,83.94,16.38,77.11,2.18,25.97,90.07,9.07,29.86,0.25,389,Hazardous
218.87,338.45,97.35,71.25,13.13,86.87,2.28,24.39,66.07,5.22,19.42,0.1,406,Severe
109.18,152.76,22.41,45.94,3.04,50.54,1.51,11.71,38.75,1.96,6.88,0.11,280,Poor
134.99,203.48,20.14,40.27,2.59,48.27,1.34,10.81,46.28,2.51,6.59,0.11,263,Poor
126.67,189.9,19.4,36.59,2.33,46.26,1.31,11.18,42.19,2.18,5.87,0.11,276,Poor
127.57,194.15,20.33,34.73,3.26,42.56,1.28,9.69,38.04,1.89,4.83,0.11,292,Poor
100.72,152.72,17.77,29.84,2.87,39.74,1.06,4.98,23.98,1.92,2.85,0.1,228,Poor
95.58,163.65,17.4,37.37,2.44,35.36,1.2,12.68,36.4,1.87,3.48,0.12,195,Moderate
115.19,189.64,20.4,45.8,2.15,45.71,1.28,16.97,45.37,2.46,6.42,0.1,223,Poor
168.33,257.19,35.44,54.84,4.37,56.27,1.48,23.03,49.68,3.93,10.74,0.1,291,Poor
283.24,410.74,44.05,66.41,5.96,78.25,1.91,25,67.35,4.65,14.07,0.05,378,Hazardous
293.14,435.23,32.3,61.63,3.57,72.97,1.45,22.54,66.06,4.12,10.87,0.08,467,Severe
157.72,241.38,22.11,50.73,2.69,55.36,1.17,20.47,48.84,2.88,7.93,0.19,370,Hazardous
117.72,181.59,31.51,50.97,3.61,51.89,1.54,19.95,43.85,3.9,9.81,0.28,253,Poor
203.18,301.71,79.8,66.65,9.75,73.83,1.74,23.73,59.85,6.52,14.99,1.04,309,Hazardous
259,368.35,61.55,58.92,7.06,68.61,1.68,23.76,56.1,5.63,15.78,0.39,398,Hazardous
224.42,326.11,46.41,57.6,6.18,62.83,1.57,22.1,38.93,5.37,12.99,0.42,372,Hazardous
224.27,317.87,58.71,65.61,9.76,71.71,1.69,23.17,58.98,5.95,18.27,0.03,379,Hazardous
249.17,362.39,80.57,70.25,11.62,79.07,1.86,25.51,66,6.36,23.66,0,398,Hazardous
227.28,347.63,70.6,59.7,10.69,68.22,1.7,25.54,61.36,5.35,19.38,0.77,399,Hazardous
273.56,401.15,69.31,60.4,15.32,75.04,1.96,21.01,61.73,6.96,25.19,1.18,421,Severe
306.17,445.58,83.77,66.97,23.13,83.55,1.95,17.97,76.45,7.01,21.12,0.35,451,Severe
303.41,415.09,62.76,63.92,11.79,73.16,1.8,18.58,68.75,5.72,14.77,0.24,462,Severe
277.48,422.59,31.26,53.73,4.26,55.61,1.52,12.43,68.68,3.98,9.71,0.27,439,Severe
217.01,336.87,37.98,52.24,2.87,50.81,1.29,10.28,54.94,3.09,6.6,0.21,405,Severe
248.54,377.61,35.56,61.57,4.24,55.17,1.36,14.42,66.31,3.79,8.2,0.39,394,Hazardous
240.42,360.99,38.73,54.8,4.57,51.36,1.38,13.2,48.57,3.63,8.14,0.26,398,Hazardous
252.57,378.9,65.27,59.12,8.53,63.78,1.59,18.15,39.65,5.69,13.64,0.42,403,Severe
191.66,292.74,26.49,47.02,4.99,50.09,1.3,16.27,57.39,3.19,6.5,0.22,384,Hazardous
152.98,259.13,37.51,51.6,5.28,47.52,1.33,17.15,54.55,3.36,7.87,0.34,314,Hazardous
233.1,355.21,62.59,66.19,10.36,58.65,1.54,21.82,66.79,5.31,13.99,0.68,373,Hazardous
186.26,294.24,34.44,60.21,3.98,48.38,1.4,18.98,58.51,3.26,7.3,0.7,366,Hazardous
154.64,243.95,30.06,63.57,3.47,47.42,1.47,17.4,56.22,3.27,6.83,0.7,318,Hazardous
168.87,281.06,40.02,65.3,3.73,55.07,1.56,24.03,62.37,4.23,11.32,1.39,306,Hazardous
230.5,355.43,68.69,61.28,3.2,75.88,2.12,24.28,75.14,7.62,21.81,4.23,370,Hazardous
191.47,308.74,36.32,54.37,1.87,55.35,1.72,22.47,64.8,4.3,10.03,1.71,365,Hazardous
177.71,309.85,32.47,52.51,2.15,54.6,1.42,19.12,59.73,3.26,7.7,1.26,352,Hazardous
133.56,231.04,31.78,46.86,3.92,43.23,1.36,19.06,54,3.09,9.36,0.4,278,Poor
235.06,353.55,44.3,47.86,34.61,52.37,1.61,14.48,64.1,4.22,12.58,0.32,350,Hazardous
276.25,428.08,48.32,55.08,85.75,59.73,2.04,21.02,72.89,5.19,14.81,0.05,411,Severe
253.7,398.16,41.26,49.45,81.11,63.31,1.82,22.27,73.6,5.47,16.52,0,451,Severe
152.33,252.92,21.5,38.87,53.34,66.51,1.31,14.45,43.18,2.37,4.43,0,351,Hazardous
153.61,274.5,33.93,44.09,63.87,63.25,1.51,16.91,41.49,2.74,7.02,0,310,Hazardous
202.11,352.68,54.86,56.45,72.5,63.15,1.87,21.64,68.33,4.09,10.9,0,362,Hazardous
160.79,248.48,25.98,47.26,67.65,51.07,1.43,14.25,48.67,2.68,6.67,0,343,Hazardous
130.16,192.19,25.05,35.33,56.27,43.08,1.32,11.9,42.04,2.26,6.23,0,286,Poor
111.75,167.31,24.28,40.13,48.6,40.74,1.37,6.84,43.99,2.22,3.87,0.3,267,Poor
128.45,207.66,28.91,38.17,57.6,44.28,1.43,7.99,44.09,2.46,3.7,0.6,263,Poor
155.2,271.1,34.29,45.14,60.99,46.22,1.4,7.94,56.12,2.29,4.87,0.52,284,Poor
150.96,248.26,41.85,47.6,73.57,45.66,1.85,10.26,54.01,2.07,4.36,0.84,334,Hazardous
162.48,272.45,45.81,54.51,74.45,44.78,1.96,12.61,60.56,2.18,5.5,0.76,332,Hazardous
